org_name,addr,contact_phone
昱華中醫診所,台北市崇德街67號,27336987
星光牙醫診所,台北市崇德街88號,0227362803
邦安牙醫診所,台北市康定路136號,0223147890
再欣牙醫診所,台北市康定路152巷1之1號,0223317087
感恩中醫診所,台北市康定路156號,23883001
萬華劉小兒科診所,台北市康定路158號,0223813156
孝忠牙醫診所,台北市康定路160號,0223618893
世福診所,台北市康定路18之3號,02 23146654
幸福診所,台北市康定路199號,23380456
高一牙醫診所,台北市康定路213之1號,0223080046
仁善美中醫診所,台北市康定路217號,02-23088663
大順中醫診所,台北市康定路236號,23060069
瑞安堂中醫診所,台北市康定路258號,02-23068159
國立臺灣大學醫學院附設醫院北護分院,台北市康定路37號,0223717101
華新診所,台北市康定路71號,0983667873
瑞泰中醫診所,台北市康定路91號,2371-0088
博大泌尿科診所,台北市康定路92號,0223754108
庭軒牙醫診所,台北市康寧路1段104號,27962796
元康牙醫診所,台北市康寧路3段165巷23弄3號,02-26313938
博識牙醫診所,台北市康寧路3段23號,26333222
祐生復健科診所,台北市康寧路3段39號,26341998
康民牙醫診所,台北市康寧路3段54之7號,26318855
康寧診所,台北市康寧路一段144號,87910214
專加牙醫診所,台北市康寧路一段73號,87928427
禾安耳鼻喉科診所,台北市康寧路一段75號,87918066
彥安診所,台北市康寧路三段157號,26326618
欣悅牙醫診所,台北市康寧路三段159號,26320777
東湖張耳鼻喉科診所,台北市康寧路三段169號,0226331864
健崴中醫診所,台北市康寧路三段16巷113號,26306995
柏年牙醫診所,台北市康寧路三段189巷9號,0226316390
德馨牙醫診所,台北市康寧路三段217巷2號,0226311221
白金牙醫診所,台北市康寧路三段23號,26326679
魏之明小兒科診所,台北市康寧路三段54之6號,26306968
年代牙醫診所,台北市康寧路三段56巷11號,02-26308008
林永正診所,台北市康樂街130號,0226315567
微笑牙醫診所,台北市康樂街20巷1號,0226331575
博雅牙醫診所,台北市康樂街20巷5號,0226315885
東湖骨外科診所,台北市康樂街30號,26315153
惠元中醫診所,台北市康樂街61巷17號,26326087
赫得診所,台北市康樂街72巷17弄6號,02-26334031
金陽牙醫診所,台北市康樂街78號,26307295
永豐中醫診所,台北市康樂街79號,26317700
康樂診所,台北市康樂街82號,02-26308800
劉代燃內科診所,台北市康樂街83號,26310746
仁宏牙醫診所,台北市康樂街85巷4號,0226334959
鴻成中醫診所,台北市康樂街86號,26308699
東湖牙醫診所,台北市康樂街89號,0226314965
新田診所,台北市梧州街62號,23089515
氧樂多牙醫診所,台北市紹興北街3號,33225718
顧安千金中醫診所,台北市紹興北街8號,23214530
國軍台北門診中心附設民眾診療服務處,台北市紹興南街7號,23912630
御瑄牙醫診所,台北市莊敬路211號,27585585
高眼科診所,台北市莊敬路216號,0227589595
健銨中醫診所,台北市莊敬路226號,27209613
同德牙醫診所,台北市莊敬路233號,0227291157
翁內兒科診所,台北市莊敬路234號,0227222925
京典牙醫診所,台北市莊敬路241號,87805798
菘興牙醫診所,台北市莊敬路271號,27295635
格康中醫診所,台北市莊敬路278號,23456289
莊敬耳鼻喉科診所,台北市莊敬路280號,0227291056
華明牙醫診所,台北市莊敬路285號,0227208075
誠品牙醫診所,台北市莊敬路322號,0223458181
王國禎牙醫診所,台北市莊敬路325巷19號,0227225565
廣華中醫診所,台北市莊敬路325巷4號,0223452516
鍼鼎善中醫診所,台北市莊敬路341巷3號,27255899
百齡牙醫診所,台北市莊敬路347號,0227299840
健家牙醫診所,台北市莊敬路348號,0227209098
長風小兒科診所,台北市莊敬路351號,02-27227943
東信牙醫診所,台北市莊敬路369號,27582624
康華中醫診所,台北市莊敬路391巷11弄9號,27295535
信義耳鼻喉科診所,台北市莊敬路391巷4號,23450288
川豐中醫診所,台北市莊敬路403號,23456156
莊敬牙醫診所,台北市莊敬路429號,0227298890
成功中醫診所,台北市莊敬路432號,02-87805027
陳世卿診所,台北市莊敬路435號,87803565
陳彥傑牙醫診所,台北市莊敬路436號,0227292672
信義身心精神科診所,台北市莊敬路437號,27580988
晶愛眼科診所,台北市莊敬路454號,87809696
劉彥煌耳鼻喉專科診所,台北市莊敬路462號,0227229173
瑞比牙醫診所,台北市莊敬路478號,27202202
呂松竹診所,台北市莒光路116號,23040905
鄭眼科診所,台北市莒光路123號,0223081086
慧洋診所,台北市莒光路125號,0223560020
賴德崑婦產科診所,台北市莒光路187號,0223026884
華泰牙醫診所,台北市許昌街30號,0223826600
光復牙醫診所,台北市通化街12巷6號,0227055132
得康牙醫診所,台北市通化街137號,0223784668
博恩牙醫診所,台北市通化街146號,0227334877
呂小兒科診所,台北市通化街24巷6號,27000708
林當淳內兒科診所,台北市通化街38巷7號,0227090191
美齡牙醫診所,台北市通化街39巷50弄58號,0227365701
通化牙醫診所,台北市通化街44號,07060291
國仁中醫診所,台北市通化街57巷29號,0227035703
同心堂中醫診所,台北市通化街85號,27365029
陳俊松診所,台北市通化街88號,27373227
保源中醫診所,台北市通化街十九巷7號,２７０８９４３３
八號牙醫診所,台北市通安街19巷1號,02-27081227
佑康診所,台北市通河街100號,28859598
吳婦產科診所,台北市通河街117號,28856509
永泰牙醫診所,台北市通河街119號,28852892
安玉牙醫診所,台北市通河街141巷10號,28857892
博信牙醫診所,台北市通河街173號,28853220
德泰耳鼻喉科診所,台北市通河街42之1號,28851570
林博通醫師診所,台北市通河街60號,28851148
可潔牙醫診所,台北市通河街62號,02-28866062
廖正義診所,台北市通河街90號,28857472
奕康耳鼻喉科診所,台北市連雲街72號,23212788
永康中醫診所,台北市連雲街75號,23936008
正心堂中醫診所,台北市連雲街85號,23413088
外交部醫務室,台北市凱達格蘭大道2號,23482078
黃牙醫診所,台北市博愛路68號,0223117298
濟群欣中醫診所,台北市博愛路70號,23118118
威尼斯美學診所,台北市博愛路83號,23704588
喜豐堂中醫診所,台北市博愛路88號,23712323
祐生牙醫診所,台北市富康街四十七巷2號,(02)27836381
宗翰牙醫診所,台北市富陽街104號,0227332059
富陽劉內兒科診所,台北市富陽街43號,0227325132
聖心中醫診所,台北市富陽街50號,02-27322000
富陽牙醫診所,台北市富陽街88號,27330999
安成診所,台北市富錦街497號,02  27624618
富錦牙醫診所,台北市富錦街527號,27660709
詠恩牙醫診所,台北市尊賢街218巷50號,28219919
啟仁牙醫診所,台北市尊賢街223號,0228727240
石牌尊賢中醫診所,台北市尊賢街249巷2號,28285001
聯美牙醫診所,台北市尊賢街251巷2號,28224088
宏德診所．,台北市尊賢街272號,0228216157
史丹佛健康美學診所,台北市復興北路145號,2715-0016
采鴻牙醫診所,台北市復興北路145號,25451339
瑞醫時尚醫美診所,台北市復興北路164號,27191796
景仲牙醫診所,台北市復興北路215號,0227129980
台北法泊時尚診所,台北市復興北路311號,02-27199010
怡碩視光眼科診所,台北市復興北路313巷28號,25462219
黃系倫牙醫診所,台北市復興北路313巷30號,0227195674
尚安診所,台北市復興北路331號,66068858
英田耳鼻喉科診所,台北市復興北路331號,27170695
宜陞中醫診所,台北市復興北路333號,25451293
康活診所,台北市復興北路333號,27183159
光與綠牙醫診所,台北市復興北路340號,25011518
晴美牙醫診所,台北市復興北路344號,2500-0815
福田中醫診所,台北市復興北路350號,0225173498
緻美堂中醫診所,台北市復興北路356號,25028633
泛亞皮膚科整形外科診所,台北市復興北路35號,27529999
得意牙醫診所,台北市復興北路361巷10號,27132377
祐瑞中醫診所,台北市復興北路361巷8號,02-87120669
復北惠普牙醫診所,台北市復興北路368號,25051776
哈佛診所,台北市復興北路369號,27155565
創健診所,台北市復興北路378號,02-5556-6789
永麗時尚診所,台北市復興北路38號,87727385
旭恩復健科診所,台北市復興北路38號,27528654
品澄牙醫診所,台北市復興北路400號,25038656
耘康復健科診所,台北市復興北路402巷8弄2號,2503-9119
祥泰牙醫診所,台北市復興北路50號,0227521171
復興皮膚科診所,台北市復興北路50號,27780822
晉宏診所,台北市復興北路514巷56號,25054727
福聯牙醫診所,台北市復興北路514巷60號,0225018154
恩濟堂中醫診所,台北市復興北路514巷63號,0225175059
欣藝整形外科診所,台北市復興北路60號,27526638
威世牙醫診所,台北市復興北路66號,02-27761339
周適偉診所,台北市復興北路69號,27787826
嘉美媞時尚醫美診所,台北市復興北路69號,(02)2711-6886
慎德堂中醫診所,台北市復興北路70號,27409212
欣悅超美診所,台北市復興北路73號,(02)2771-1551
康士美牙醫診所,台北市復興北路73號,27218111
花栗鼠牙醫診所,台北市復興北路78號,02-27400169
王倩梅中醫診所,台北市復興北路86號,02-27520986
風尚雅緻牙醫診所,台北市復興北路92號,2711-1028
大安?眼明眼科診所,台北市復興南路1段103號,27781988
永生樹診所,台北市復興南路1段103號,02-27313486
全美診所,台北市復興南路1段127號,02-27415528
京都堂中醫診所,台北市復興南路1段130號,27728186
維昕時尚診所,台北市復興南路1段137號,87716966
新華陀牙醫診所,台北市復興南路1段206號,02-27784988
菁英牙醫診所,台北市復興南路1段213號,2731-5042
安麗整形外科診所,台北市復興南路1段215號,8772-2366
貝爾雅醫美診所,台北市復興南路1段222號,66386688
瀚群骨科診所,台北市復興南路1段227號,87736903
艾菲思診所,台北市復興南路1段249號,02-27068838
優活麗診所,台北市復興南路1段259號,27848658
台灣地區婦幼衛生中心醫療財團法人婦幼保健診所,台北市復興南路1段285號,27056156
極緻美學牙醫診所,台北市復興南路1段305號,27017600
愛玩美診所,台北市復興南路1段321號,02-27077686
米洛斯整形外科診所,台北市復興南路1段323號,27000164
米羅美漾診所,台北市復興南路1段323號,27008855
微風牙醫診所,台北市復興南路1段51號,2772-3738
芙蕾亞時尚診所,台北市復興南路1段70號,87732823
楷鈞診所,台北市復興南路2段139號,27091188
嘉士美牙醫診所,台北市復興南路2段148巷35號,27075166
愛育牙醫診所,台北市復興南路2段193巷7號,0227059704
合康健診診所,台北市復興南路2段237號,27557300
星采整形外科診所,台北市復興南路2段27號,27017600
磐石牙醫診所,台北市復興南路2段283號,27059402
西雅圖牙醫診所,台北市復興南路2段302號,27326565
樸秀中醫診所,台北市復興南路2段35號,27555650
宇寧身心診所,台北市復興南路2段6號,27080706
至維牙醫診所,台北市復興南路2段8號,27095050
顧巧雲中醫診所,台北市復興南路一段115號,0227528552
康生平衡診所,台北市復興南路一段126巷1號,(02)2711-5398
葳亞娜診所,台北市復興南路一段128號,87725990
廣大牙醫診所,台北市復興南路一段133號,0227314872
鴻林牙醫診所,台北市復興南路一段135巷11號,0227733790
元華牙醫診所,台北市復興南路一段135巷17號,0227813010
晨曦生活診所,台北市復興南路一段135巷27號,27525677
青花瓷養生中醫診所,台北市復興南路一段135巷7號,27028000
比鼻八千代診所,台北市復興南路一段200號,02-25638251
林靜毅牙醫診所,台北市復興南路一段200號,87713302
奧美醫美診所,台北市復興南路一段200號,27116168
爾雅中醫診所,台北市復興南路一段215號,87725986
美加仁愛醫美診所,台北市復興南路一段227號,55886889
蓓緹美人診所,台北市復興南路一段243號,27087000
銀河台北診所,台北市復興南路一段243號,77308658
陳偉寶泌尿科診所,台北市復興南路一段249號,27050529
佳音診所,台北市復興南路一段261之3號,0227054430
中華民國防癌篩檢中心醫療財團法人,台北市復興南路一段287號,02-27014936
達安診所,台北市復興南路一段321號,02-27040012
欣美精神科診所,台北市復興南路一段342號,23253218
肌優谷診所,台北市復興南路一段34號,27769467
如意牙醫診所,台北市復興南路一段42號,27520796
微風整形外科診所,台北市復興南路一段52號,27772652
群容牙醫診所,台北市復興南路一段90號,0227113423
安德牙醫診所,台北市復興南路一段92之4號,0227513978
得人牙醫診所,台北市復興南路一段一0七巷五弄6號,27735889
仲禎牙醫診所,台北市復興南路一段一三五巷27號,27786668
太君中醫診所,台北市復興南路二段110號,27036120
立祥牙醫診所,台北市復興南路二段110號,0227008143
杏福中醫診所,台北市復興南路二段131號,27551587
何政道耳鼻喉科診所,台北市復興南路二段148巷46號,23250010
超群牙醫診所,台北市復興南路二段148巷7之1號,0227556304
世旻牙醫診所,台北市復興南路二段151巷13號,27081398
涂白河診所,台北市復興南路二段151巷21號,0223250159
劉耳鼻喉科診所,台北市復興南路二段151巷27號,27546060
宗聖牙醫診所,台北市復興南路二段151巷8之1號,0227086823
大安耳鼻喉科診所,台北市復興南路二段163號,02-27005855
普羅牙醫診所,台北市復興南路二段164號,27050770
京禾中醫診所,台北市復興南路二段173之1號,27099566
光慧診所,台北市復興南路二段176號,02-27555627
復興牙醫診所,台北市復興南路二段180巷8號,0227013053
永誠復健科診所,台北市復興南路二段236號,27071608
吳致毅牙醫診所,台北市復興南路二段292號,0227358399
大勝牙醫診所,台北市復興南路二段320號,0227360911
吉辰中醫診所,台北市復興南路二段321號,0227387666
亞典牙醫診所,台北市復興南路二段82號,27081132
當代牙醫診所,台北市復興南路二段88號,0227014248
窈窕診所,台北市復興南路二段8號,27096458
月馨牙醫診所,台北市復興南路二段一五一巷31號,27554237
怡登牙醫診所,台北市復興南路二段一五一巷39號,07028720
湘豐整形外科診所,台北市敦化北路141號,27186280
永承診所,台北市敦化北路155巷9號,27182518、27182618、
富樂診所,台北市敦化北路167號,25458706
長庚醫療財團法人台北長庚紀念醫院,台北市敦化北路199號,0227135211
敦品牙醫診所,台北市敦化北路222巷10號,0225459770
藍明賢牙醫診所,台北市敦化北路222巷1之1號,0287123003
立達牙醫診所,台北市敦化北路222巷62號,0227122472
交通部民用航空局航空醫務中心,台北市敦化北路340號,0225456700
王樣牙醫診所,台北市敦化北路4巷35號,0227210046
王品診所,台北市敦化南路1段184號,27788356
忠孝順風美醫診所,台北市敦化南路1段216號,(02)55710303
敦南諾貝爾眼科診所,台北市敦化南路1段216號,02-27400960
李台生皮膚科診所,台北市敦化南路1段218號,02 27521471
日亞美牙醫診所,台北市敦化南路1段219號,27713727
小林醫師診所,台北市敦化南路1段225號,27218883
紐曼美學牙醫診所,台北市敦化南路1段228號,02-27528393
夢工場診所,台北市敦化南路1段228號,02-27119998
敦南英爵醫美診所,台北市敦化南路1段236巷20號,02-27312310
東西診所,台北市敦化南路1段259號,27060216
新昇診所,台北市敦化南路1段259號,27082968
美式診所,台北市敦化南路1段270巷34號,27213069
吳濬哲骨科診所,台北市敦化南路1段294號,27542658
陳峙仰診所,台北市敦化南路1段376號,27542658
舊金山牙醫診所,台北市敦化南路2段168號,27328696
富霖診所,台北市敦化南路2段333號,27392029
敦平診所,台北市敦化南路2段333號,27392029
永如全方位診所,台北市敦化南路2段46號,27059595
春暘診所,台北市敦化南路2段46號,27019586
靖妃中醫診所,台北市敦化南路2段63巷58號,27042328
漾?思診所,台北市敦化南路一段102號,27318389
頂好林耳鼻喉科診所,台北市敦化南路一段160巷50號,0227783142
欣漾自然醫學診所,台北市敦化南路一段188號,27780686
貝麗牙醫診所,台北市敦化南路一段192號,27788853
蔣曉山整形外科診所,台北市敦化南路一段192號,87738939
杏語心靈診所,台北市敦化南路一段200號,27211526
董延齡中醫診所,台北市敦化南路一段200號,0227510553
鍾啟榮皮膚科診所,台北市敦化南路一段200號,27716767
忠孝美麗爾診所,台北市敦化南路一段216號,66366516
舒麗爾牙醫診所,台北市敦化南路一段216號,27815353
脊祥診所,台北市敦化南路一段218號,27713992
紐約醫美診所,台北市敦化南路一段219號,02-27726268
美生牙醫診所,台北市敦化南路一段21號,25700178
中日牙醫診所,台北市敦化南路一段238巷2號,0227783937
御庭中醫診所,台北市敦化南路一段238巷4號,27215353
敦南麗緻牙醫診所,台北市敦化南路一段252巷17號,27313456
萬代福牙醫診所,台北市敦化南路一段270巷12之1號,0227211639
信愛牙醫診所,台北市敦化南路一段289號,0227066492
誠品診所,台北市敦化南路一段317號,0227556012
康萊牙醫診所,台北市敦化南路一段319號,0227008017
大安林內科診所,台北市敦化南路一段321號,0227083703
南加州牙醫診所,台北市敦化南路一段69號,25772323
奧斯卡眼科診所,台北市敦化南路一段7號,2570-2299
琳安診所,台北市敦化南路二段128號,２７０８４３００
綺色佳診所,台北市敦化南路二段128號,02-27089308
綺色家敦南診所,台北市敦化南路二段128號,27089308
尖端診所,台北市敦化南路二段168號,23789734
家安復健科診所,台北市敦化南路二段168號,27353710
幸園全方位牙醫診所,台北市敦化南路二段174號,0227028324
周大中婦產科診所,台北市敦化南路二段46號,27552757
基督復臨安息日會醫療財團法人臺安診所,台北市敦化南路二段76號,2700-2899
天下牙醫診所,台北市敦化南路二段77號,27006603
長青牙醫診所,台北市敦化南路二段88號,0227074233
安法診所,台北市敦化南路二段97號,0223250505
極麗診所,台北市景文街42號,02-86638185
建宏牙醫診所,台北市景文街46號,86633076
景美生活診所,台北市景美街1之3號,27525677
天和堂中醫診所,台北市景美街1之5號,29352905
亞美光聯合牙醫診所,台北市景美街1之6號,29337678
有全醫療社團法人景美牙醫診所,台北市景美街20號,29339793
景華牙醫診所,台北市景華街122號,0229304167
瑞萱診所,台北市景華街124號,29305313
景美喜信牙醫診所,台北市景華街82巷15號,29329120
安德中醫診所,台北市景福街228號,2931-6698
德在牙醫診所,台北市景福街30號,29338248
力行牙醫診所,台北市景興路 30號,0229348046
雅田牙醫診所,台北市景興路119號,0229352838
震杰小兒科診所,台北市景興路129號,89351869
林醫師診所,台北市景興路145號,29344155
定安診所,台北市景興路165號,02-29323755
仁泰牙醫診所,台北市景興路238巷3號,0229328907
正勳牙醫診所,台北市景興路31號,0229350156
官世英診所,台北市景興路45號,86638189
聖德牙醫診所,台北市景興路57號,0229331179
乾元中醫診所,台北市景興路6號,02 29332723
怡安牙醫診所,台北市港華街31號,02-87510805
耀生牙醫診所,台北市港華街70號,27990912
麗正牙醫診所,台北市港墘路101號,0227993528
華生中醫診所,台北市港墘路104號,26271015
梓成婦產科診所,台北市港墘路107號,27996262
維晟牙醫診所,台北市港墘路115號,26574557
林德中醫診所,台北市港墘路23號,0226579999
興雅牙醫診所,台北市港墘路53號,0226572425
王慶森診所,台北市港墘路65號,0227986052
康為恭診所,台北市港墘路73號,0226587676
品潔牙醫診所,台北市港墘路75號,26272908
華崗文化診所,台北市菁山路26號,28626188
路易牙醫診所,台北市華陰街43號,25522665
李豐病理中心,台北市華陰街59號,
京站全人牙醫診所,台北市華陰街59號,25525652
頌華中醫診所,台北市華陰街63號,0932648053.0980496977
明和中醫師診所,台北市華榮街40號,0228365108
新民牙醫診所,台北市華齡街14號,0228815897
安寧診所,台北市華齡街2巷5號,0228815367
廣都牙醫診所,台北市華齡街49號,0228815516
百齡中醫診所,台北市華齡街57號,02-28818827
人仁牙醫診所,台北市華齡街69號,02-28821323
顏居雲中醫診所,台北市華齡街72號,28817722
華齡診所,台北市華齡街74號,0228825650
顏克文診所,台北市貴陽街二段103號,0223310413
孝德牙醫診所,台北市貴陽街二段144號,02-23712288
定遠牙醫診所,台北市貴陽街二段234號,23319624
新格牙醫診所,台北市貴陽街二段44號,02-23822171
君怡耳鼻喉科診所,台北市貴陽街二段76號,23891191
冬水中醫診所,台北市貴陽街二段78號,0223817992
陽光眼科診所,台北市貴陽街二段81號,23716961
世芳中醫診所,台北市逸仙路26巷5號,87896839
逸安中醫診所,台北市逸仙路50巷12號,0227202042
建豐牙醫診所,台北市雲和街76之1號,0223632917
臺北市立聯合醫院附設南軟中醫門診部,台北市園區街3之2號,02-27863137
臺北市立聯合醫院附設南軟門診部,台北市園區街3之2號,27863137
饒河牙醫診所,台北市塔悠路13號,0227634917
蘇耳鼻喉科診所,台北市廈門街106之1號,0223681084
鴻仁牙科診所,台北市廈門街112號,0223212698
彭內科診所,台北市廈門街35號,0223675690
金山牙醫診所,台北市愛國東路62號,0223214735
英爵醫美診所,台北市敬業三路153號,85027286
新中牙醫診所,台北市新中街12之1號,0227699798
王躬仁診所,台北市新中街12之3號,0227471321
日聖眼科診所,台北市新中街35號,27465068
新市牙醫診所,台北市新市街27號,28919098
臺北市立聯合醫院附設北投門診部,台北市新市街30號,2891-2670
三軍總醫院北投分院附設民眾診療服務處,台北市新民路60號,0228959808
康寧牙醫診所,台北市新生北路一段51號,0225641505
滋和堂中醫診所,台北市新生北路一段59之1號,25233380
杏康樂活診所,台北市新生北路一段84號,(02)25711519
吉安牙醫診所,台北市新生北路一段87號,0225637480
久大牙醫診所,台北市新生北路三段87巷17號,0225935439
宏孕診所,台北市新生南路1段56號,25681269
美診所,台北市新生南路1段56號,33224633
新生全德中醫診所,台北市新生南路1段97巷29號,27110936
鼎心診所,台北市新生南路2段2號,23279188
德恩中醫診所,台北市新生南路2段2號,23979951
佳醫誠樂牙醫診所,台北市新生南路3段98號,23631699
珍仁堂中醫診所,台北市新生南路一段110之2號,0223915512
洪麗妃中醫診所,台北市新生南路一段110之4號,23569939
大佳牙醫診所,台北市新生南路一段110號,23955170
仁崇牙醫診所,台北市新生南路一段122之3號,23949298
蕭煥嘉牙醫診所,台北市新生南路一段128號,0223911421
仁本牙醫診所,台北市新生南路一段137巷17號,0227032655
新生活診所,台北市新生南路一段140號,23515885
誠安牙醫診所,台北市新生南路一段145巷17號,27096701
李相台診所,台北市新生南路一段148號,23911378
宜康診所,台北市新生南路一段148號,02-23417696
麗質添生整形外科診所,台北市新生南路一段165巷41號,27000978
華陽中醫診所,台北市新生南路一段16之4號,23951066
喜樂牙醫診所,台北市新生南路一段50之1號,0223911944
玉霖牙醫診所,台北市新生南路一段60號,0223218325
劉秉誠診所,台北市新生南路一段92號,23567373
潘國輝牙醫診所,台北市新生南路一段95號,27732777
優美診所,台北市新生南路二段2號,23221719
崧漢堂中醫診所,台北市新生南路二段80號,23579111
聯合整形外科診所,台北市新生南路二段8號,23942333
光承牙醫診所,台北市新生南路三段20號,0223635118
禾馨新生婦幼診所,台北市新生南路三段2號,02-23682333
小禾馨小兒專科診所,台北市新生南路三段4號,23698833
大學眼科診所,台北市新生南路三段54之3號,0223688055
永峰台北牙醫診所,台北市新生南路三段7之1號,23684618
誠悅牙醫診所,台北市新生南路三段98號,02-23631699
台欣中醫診所,台北市新光路一段30號,02-29360430
元德牙醫診所,台北市新明路366號,0227941555
新明診所,台北市新明路386號,87921282
新東牙醫診所,台北市新東街11巷15之1號,0227616182
蔡恭禮內兒科診所,台北市新東街28號,27600208
林翰牙醫診所,台北市新東街30巷42號,0227675531
華泰中醫診所,台北市新東街66巷18號,0227651125
美特博霖健康管理診所,台北市新湖一路88號,87929157
童安牙醫診所,台北市溫州街11巷10號,0223919725
華成牙醫診所,台北市溫州街11巷2號,02-23652139
經典牙醫診所,台北市溫洲街47號,0227634705
瑞成診所,台北市瑞光路258巷31號,27392029
瑞健診所,台北市瑞光路258巷37號,27392029
全心圓診所,台北市瑞光路26巷36弄2號,02-27909966
仁亨牙醫診所,台北市瑞光路285號,26599139
宏瑞牙醫診所,台北市瑞光路286號,27360588
德軒津牙醫診所,台北市瑞光路358巷30弄2號,87515050
內湖美麗爾診所,台北市瑞光路478巷22號,77218787
國泰醫療財團法人內湖國泰診所,台北市瑞光路504號,02-87972121
陽光美診所,台北市瑞光路583巷25號,87515253
瑞康中醫診所,台北市瑞安街208巷24弄12號,27080053
瑞安廖牙醫診所,台北市瑞安街248號,0227025600
弘全牙醫診所,台北市瑞安街280號,0227029539
磊磊牙醫診所,台北市瑞安街65號,0227090987
幸福牙醫診所,台北市義理街四九巷6號,28229056
天祥中醫診所,台北市萬大路100號,23380985
裕仁診所,台北市萬大路117號,0223363229
萬嘉耳鼻喉科診所,台北市萬大路144號,23010228
全心中醫診所,台北市萬大路192號,23375592
博昌復健科診所,台北市萬大路221號,23379196
益銓診所,台北市萬大路233號,23331323
豪診所,台北市萬大路234號,23094892
陳國賢診所,台北市萬大路236號,0223018007
好視多眼科診所,台北市萬大路257號,23392100
蔣富強皮膚專科診所,台北市萬大路264號,23053232
守謙中醫診所,台北市萬大路266號,23379929
長泰耳鼻喉科診所,台北市萬大路270號,02 23076869
新和診所,台北市萬大路284號,23077007
原億中醫診所,台北市萬大路295號,23037108
和愛診所,台北市萬大路304號,23323678
富康牙醫診所,台北市萬大路316號,0223038754
雲品牙醫診所,台北市萬大路353號,23322298
光晶妍眼科診所,台北市萬大路355號,23013556
益生婦產科診所,台北市萬大路406之1號,0223031112
萬澤內科診所,台北市萬大路425之1號,23397018
尚潔牙醫診所,台北市萬大路427號,23397286
健安診所,台北市萬大路432號,23012255
天恩診所,台北市萬大路433號,23016712
萬太診所,台北市萬大路434號,23326618
維恩耳鼻喉科診所,台北市萬大路446號,23056936
童錫鈺診所,台北市萬大路486巷59弄17號,0223079851
惠德牙醫診所,台北市萬大路486巷5號,02 23376347
立誠牙醫診所,台北市萬大路489號,23096747
展新中醫診所,台北市萬大路491號,23010893
旭生中醫診所,台北市萬大路526號,23032023
保誠牙醫診所,台北市萬大路61號,23026960
三福牙醫診所,台北市萬大路69號,0223062239
保生堂中醫診所,台北市萬大路88號,23062292
明昇中醫診所,台北市萬全街26號,25503912
立安中醫診所,台北市萬全街64之1號,02-25520022
家樂牙醫診所,台北市萬安街33號,82301197
王家庭醫學科診所,台北市萬安街9號,82301875
馥毓中醫診所,台北市萬青街174號,23030061
寶島牙醫診所,台北市萬壽路11號,0229391912
黃偉志小兒科診所,台北市萬慶街12號,29354556
景文復健科診所,台北市萬慶街18號,29310000
慶如診所,台北市萬慶街18號,29337058
萬慶診所,台北市萬慶街8號,29355752
維格牙醫診所,台北市裕民一路40巷23號,28280358
阿國中醫診所,台北市裕民一路40巷25號,28228157
品緻牙醫診所,台北市裕民一路40巷35號,28202558
李國屏牙醫診所,台北市裕民一路47號,0228239912
皇冠中西診所,台北市裕民二路49巷7號,28211582
文林診所,台北市裕民六路120號,28273690
辰筠時尚診所,台北市裕民六路120號,28222655
藝術家牙醫診所,台北市裕民六路126號,28223698
何叔芳小兒科診所,台北市裕民四路4號,28206886
北大牙醫診所,台北市農安街116號,25954055
聖和骨外科診所,台北市農安街138之1號,25969131
康心美婦診所,台北市農安街15號,25971069
東海牙醫診所,台北市農安街174號,0225047385
黃大偉牙醫診所,台北市農安街18之2號,0225921382
林源泉中醫診所,台北市農安街235號,0225163046
博美名人外科診所,台北市農安街2之2號,25948549
曾賢德牙醫診所,台北市農安街49號,0225960496
農安診所,台北市農安街62號,25978590
楊綏安診所,台北市嘉興街175巷3號,0227380172
德星牙醫診所,台北市嘉興街279號,0227338658
詹毅然內科診所,台北市嘉興街302號,0227327770
家福診所,台北市實踐街13號,28210435
石牌管家復健科診所,台北市實踐街17號,28235517
鄭吉鴻診所,台北市實踐街21號,0228217956
微美牙醫診所,台北市實踐街38號,28209122
王志靈診所,台北市實踐街44號,0228227397
益壽中醫診所,台北市寧波西街47號,02-23435546
新光牙醫診所,台北市寧波西街65號,0223516562
佳譽堂中醫診所,台北市寧波西街71號,23931718
廖春美牙醫診所,台北市寧波西街78號,23937315
寧波中醫診所,台北市寧波西街80之1號,0223517721
志明牙醫診所,台北市寧波西街80號,0223968925
吳小兒科診所,台北市寧波西街96之1號,02-23035590
林診所,台北市寧波東街22號,0223921100
慶聲牙醫診所,台北市寧波東街24巷12號,0223930043
全品牙醫診所,台北市寧夏路110之3號,0225575513
春生堂中醫診所,台北市寧夏路138號,0225530279
陳澄宏眼科診所,台北市寧夏路24之6號,02 25585133
迪生牙醫診所,台北市榮華三路7之3號,28206675
名一牙醫診所,台北市漢口街一段80巷6弄5號,0223880229
生安整形外科診所,台北市漢中街133號,0223312668
翰明耳鼻喉科診所,台北市漢中街152號,23820238
全昌堂中醫診所,台北市漢中街154號,23753382
郵政總局郵政醫院（委託中英醫療社團法人經營）,台北市福州街14號,02-23956755
福國牙醫診所,台北市福國路15巷12號,0228338642
博格牙醫診所,台北市福國路95號,28325510
普濟中醫診所,台北市福國路98之5號,28363365
柏齡診所,台北市福港街105號,28831310
長虹牙醫診所,台北市福港街121號,0228817752
何小兒科診所,台北市福港街176號,0228827401
遠東中醫診所,台北市福港街272巷1號,0228823522
世安牙醫診所,台北市福港街49號,28816182
